name,location,description,wikipedia_url,image_url,website
Hachette UK,,,,,
Vintage Books,"New York, New York","Vintage Books is a publishing imprint established in 1954 by Alfred A. Knopf.\nThe company was purchased by Random House publishing in April 1960, and is currently a subdivision of Random House. In 1990, Vintage UK was set up in the United Kingdom.",https://en.wikipedia.org/wiki/Vintage_Books,,http://vintage-anchor.knopfdoubleday.com
Hachette UK,,,,,
Hachette UK,,,,,
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
William Morrow and Company,New York City,"William Morrow and Company is an American publishing company founded by William Morrow in 1926. The company was acquired by Scott Foresman in 1967, sold to Hearst Corporation in 1981, and sold to News Corporation in 1999. ",https://en.wikipedia.org/wiki/William_Morrow_and_Company,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/William_Morrow_logo.png/130px-William_Morrow_logo.png,http://www.harpercollins.com
Hot Key Books,,,,,
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Allen & Unwin,"Crows Nest, New South Wales","Allen & Unwin is an Australian independent publishing company, established in Australia in 1976 as a subsidiary of the British firm George Allen & Unwin Ltd., which was founded by Sir Stanley Unwin in August 1914 and went on to become one of the leading publishers of the twentieth century.",https://en.wikipedia.org/wiki/Allen_%26_Unwin,http://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Allen-unwin-logo.PNG/200px-Allen-unwin-logo.PNG,http://allenandunwin.com
Bantam Books,New York City,"Bantam Books is an American publishing house owned entirely by parent company Random House, a subsidiary of Penguin Random House; it is an imprint of the Random House Publishing Group. It was formed in 1945 by Walter B. Pitkin, Jr., Sidney B. Kramer, and Ian and Betty Ballantine. ",https://en.wikipedia.org/wiki/Bantam_Books,http://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Bantam_Logo.png/100px-Bantam_Logo.png,http://bantam-dell.atrandom.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Oxford University Press,Oxford,"Oxford University Press is the largest university press in the world, and the second oldest after Cambridge University Press. It is a department of the University of Oxford and is governed by a group of 15 academics appointed by the vice-chancellor known as the delegates of the press. ",https://en.wikipedia.org/wiki/Oxford_University_Press,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/OUP_logo.svg/255px-OUP_logo.svg.png,http://oup.com
Doubleday (publisher),New York City,Doubleday is an American publishing company founded as Doubleday & McClure Company in 1897 that by 1947 was the largest in the United States. ,https://en.wikipedia.org/wiki/Doubleday_(publisher),http://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Doubleday_Publishing.png/240px-Doubleday_Publishing.png,http://doubleday.knopfdoubleday.com
University of Chicago Press,Chicago,The University of Chicago Press is the largest and one of the oldest university presses in the United States.,https://en.wikipedia.org/wiki/University_of_Chicago_Press,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/University_of_Chicago_Press_logo.jpg/220px-University_of_Chicago_Press_logo.jpg,http://press.uchicago.edu
BookRix,,,,,
Holtzbrinck Publishing Group,Stuttgart,"Holtzbrinck Publishing Group is a privately-held Stuttgart-based company which owns publishing companies worldwide. The company has published a wide variety of books, from The Satanic Verses by Salman Rushdie to classics by Agatha Christie, Jean-Paul Sartre, Ernest Hemingway and John Updike. ",https://en.wikipedia.org/wiki/Holtzbrinck_Publishing_Group,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Verlagsgruppe_Georg_von_Holtzbrinck_logo.svg/250px-Verlagsgruppe_Georg_von_Holtzbrinck_logo.svg.png,http://Holtzbrinck.com
Simon & Schuster,"1230 Avenue of the Americas\nRockefeller Center,\nNew York City, New York","Simon & Schuster, Inc., a division of CBS Corporation, is a publisher founded in New York City in 1924 by Richard L. Simon and M. Lincoln Schuster. It is one of the largest English-language publishers, formerly known as the ""Big 6"", now known as the ""Big Five"". It publishes over 2,000 titles annually under 35 different imprints.",https://en.wikipedia.org/wiki/Simon_%26_Schuster,http://upload.wikimedia.org/wikipedia/en/thumb/d/db/Simon_and_Schuster.svg/200px-Simon_and_Schuster.svg.png,http://www.simonandschuster.com
Scholastic Corporation,"557 Broadway New York City, New York 10012, New York, The USA","Scholastic Corporation is an American publishing, education and media company known for publishing, selling, and distributing books and educational materials for schools, teachers, parents, and children. ",https://en.wikipedia.org/wiki/Scholastic_Corporation,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Scholastic_Headquarters_by_Matthew_Bisanz.JPG/240px-Scholastic_Headquarters_by_Matthew_Bisanz.JPG,http://www.scholastic.com
Vintage Books,"New York, New York","Vintage Books is a publishing imprint established in 1954 by Alfred A. Knopf.\nThe company was purchased by Random House publishing in April 1960, and is currently a subdivision of Random House. In 1990, Vintage UK was set up in the United Kingdom.",https://en.wikipedia.org/wiki/Vintage_Books,,http://vintage-anchor.knopfdoubleday.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Mundus Publishing,,,,,
ReadHowYouWant.com,,,,,
Simon & Schuster,"1230 Avenue of the Americas\nRockefeller Center,\nNew York City, New York","Simon & Schuster, Inc., a division of CBS Corporation, is a publisher founded in New York City in 1924 by Richard L. Simon and M. Lincoln Schuster. It is one of the largest English-language publishers, formerly known as the ""Big 6"", now known as the ""Big Five"". It publishes over 2,000 titles annually under 35 different imprints.",https://en.wikipedia.org/wiki/Simon_%26_Schuster,http://upload.wikimedia.org/wikipedia/en/thumb/d/db/Simon_and_Schuster.svg/200px-Simon_and_Schuster.svg.png,http://www.simonandschuster.com
Grove Press,"New York City, New York","Grove Press is an American publishing imprint that was founded in 1947. Imprints include: Black Cat, Evergreen, Venus Library, and Zebra. Barney Rosset purchased the company in 1951 and turned it into an alternative book press in the United States. He partnered with Richard Seaver to bring French literature to the United States. The Atlantic Monthly Press, under the aegis of its publisher, Morgan Entrekin, merged with Grove Press in 1991. Grove later became an imprint of the publisher Grove/Atlantic, Inc.",https://en.wikipedia.org/wiki/Grove_Press,http://upload.wikimedia.org/wikipedia/en/f/f9/Grovepress_logo.png,http://groveatlantic.com
Perseus Books Group,"New York City, New York",Perseus Books Group was an American publishing company founded in 1996 by investor Frank Pearl. It was named Publisher of the Year in 2007 by Publishers Weekly magazine for its role in taking on publishers formerly distributed by Publishers Group West and acquiring Avalon Publishing Group. ,https://en.wikipedia.org/wiki/Perseus_Books_Group,http://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Perseus_Books_Group_Logo.png/220px-Perseus_Books_Group_Logo.png,http://perseusbooksgroup.com
Amazon Publishing,"Seattle, Washington",,https://en.wikipedia.org/wiki/Skyscape_(imprint),http://upload.wikimedia.org/wikipedia/en/thumb/8/83/Amazon_Publishing_Logo.png/220px-Amazon_Publishing_Logo.png,http://www.apub.com/
Createspace Independent Publishing Platform,,,,,
Vintage Books,"New York, New York","Vintage Books is a publishing imprint established in 1954 by Alfred A. Knopf.\nThe company was purchased by Random House publishing in April 1960, and is currently a subdivision of Random House. In 1990, Vintage UK was set up in the United Kingdom.",https://en.wikipedia.org/wiki/Vintage_Books,,http://vintage-anchor.knopfdoubleday.com
Kessinger Publishing,"Whitefish, Montana","Kessinger Publishing LLC is an American print on demand publishing company located in Whitefish, Montana that specializes in rare, out of print books.",https://en.wikipedia.org/wiki/Kessinger_Publishing,,http://www.kessinger.net
Fawcett Publications,,"Fawcett Publications was an American publishing company founded in 1919 in Robbinsdale, Minnesota by Wilford Hamilton ""Captain Billy"" Fawcett. ",https://en.wikipedia.org/wiki/Fawcett_Publications,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Whizbang_april1921.jpg/220px-Whizbang_april1921.jpg,http://dccomics.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Penguin Group,"City of Westminster, London","The Penguin Group is a trade book publisher, part of Penguin Random House. It is owned by Pearson PLC, the global education and publishing company, and Bertelsmann, the German media conglomerate. ",https://en.wikipedia.org/wiki/Penguin_Group,http://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Penguin_logo.svg/150px-Penguin_logo.svg.png,http://PenguinGroup.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Penguin Group,"City of Westminster, London","The Penguin Group is a trade book publisher, part of Penguin Random House. It is owned by Pearson PLC, the global education and publishing company, and Bertelsmann, the German media conglomerate. ",https://en.wikipedia.org/wiki/Penguin_Group,http://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Penguin_logo.svg/150px-Penguin_logo.svg.png,http://PenguinGroup.com
Arcturus Publishing,,,,,
Scholastic Corporation,"557 Broadway New York City, New York 10012, New York, The USA","Scholastic Corporation is an American publishing, education and media company known for publishing, selling, and distributing books and educational materials for schools, teachers, parents, and children. ",https://en.wikipedia.org/wiki/Scholastic_Corporation,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Scholastic_Headquarters_by_Matthew_Bisanz.JPG/240px-Scholastic_Headquarters_by_Matthew_Bisanz.JPG,http://www.scholastic.com
W. W. Norton & Company,"500 Fifth Avenue, New York City, New York",W. W. Norton & Company is an American publishing company based in New York City. It has been owned wholly by its employees since the early 1960s. ,https://en.wikipedia.org/wiki/W._W._Norton_%26_Company,http://upload.wikimedia.org/wikipedia/en/thumb/0/0c/WWNorton-Logo.png/180px-WWNorton-Logo.png,http://wwnorton.com
Harcourt (publisher),"San Diego, California","Harcourt was a United States publishing firm with a long history of publishing fiction and nonfiction for children and adults. The company was last based in San Diego, California, with Editorial / Sales / Marketing / Rights offices in New York City and Orlando, Florida. ",https://en.wikipedia.org/wiki/Harcourt_(publisher),http://upload.wikimedia.org/wikipedia/en/6/67/Harcourtlogo.jpg,
Hayes Barton Press,,,,,
Houghton Mifflin Harcourt,"Boston, Massachusetts","Houghton Mifflin Harcourt is an educational and trade publisher in the United States. Headquartered in Boston's Back Bay, it publishes textbooks, instructional technology materials, assessments, reference works, and fiction and non-fiction for both young readers and adults.",https://en.wikipedia.org/wiki/Houghton_Mifflin_Harcourt,http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Houghton_MHarcourt_2012logo.png/220px-Houghton_MHarcourt_2012logo.png,http://www.hmhco.com
Del Rey Books,,"Del Rey Books is a branch of Ballantine Books, which is owned by Random House and, in turn, by Penguin Random House. It is a separate imprint established in 1977 under the editorship of author Lester del Rey and his wife Judy-Lynn del Rey. ",https://en.wikipedia.org/wiki/Del_Rey_Books,http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Del_Rey_logo.png/150px-Del_Rey_logo.png,http://sf-fantasy.suvudu.com
Del Rey Books,,"Del Rey Books is a branch of Ballantine Books, which is owned by Random House and, in turn, by Penguin Random House. It is a separate imprint established in 1977 under the editorship of author Lester del Rey and his wife Judy-Lynn del Rey. ",https://en.wikipedia.org/wiki/Del_Rey_Books,http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Del_Rey_logo.png/150px-Del_Rey_logo.png,http://sf-fantasy.suvudu.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Barron's Educational Series,"Hauppauge, New York","Barron's Educational Series, Inc. is an American test preparation company, founded in 1941 as a publisher of materials to help students to prepare for college entrance examinations, and that offers online college entrance exam preparation classes.",https://en.wikipedia.org/wiki/Barron%27s_Educational_Series,,http://www.barronseduc.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Alfred A. Knopf,"New York City, New York, U.S.","Alfred A. Knopf, Inc. is a New York publishing house that was founded by Alfred A. Knopf Sr. in 1915. The publisher had a reputation for a pursuit of perfection and elegant taste. ",https://en.wikipedia.org/wiki/Alfred_A._Knopf,http://upload.wikimedia.org/wikipedia/en/a/a5/BorzoiLOGO.png,http://knopf.knopfdoubleday.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
RH Childrens Books,,,,,
Simon & Schuster,"1230 Avenue of the Americas\nRockefeller Center,\nNew York City, New York","Simon & Schuster, Inc., a division of CBS Corporation, is a publisher founded in New York City in 1924 by Richard L. Simon and M. Lincoln Schuster. It is one of the largest English-language publishers, formerly known as the ""Big 6"", now known as the ""Big Five"". It publishes over 2,000 titles annually under 35 different imprints.",https://en.wikipedia.org/wiki/Simon_%26_Schuster,http://upload.wikimedia.org/wikipedia/en/thumb/d/db/Simon_and_Schuster.svg/200px-Simon_and_Schuster.svg.png,http://www.simonandschuster.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
"Little, Brown and Company",New York City,"Little, Brown and Company is an American publisher founded in 1837 by Charles Coffin Little and his partner, James Brown, and for close to two centuries has published fiction and nonfiction by American authors. ","https://en.wikipedia.org/wiki/Little,_Brown_and_Company",http://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Little-Brown-Company-logo.PNG/200px-Little-Brown-Company-logo.PNG,http://www.littlebrown.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Simon & Schuster,"1230 Avenue of the Americas\nRockefeller Center,\nNew York City, New York","Simon & Schuster, Inc., a division of CBS Corporation, is a publisher founded in New York City in 1924 by Richard L. Simon and M. Lincoln Schuster. It is one of the largest English-language publishers, formerly known as the ""Big 6"", now known as the ""Big Five"". It publishes over 2,000 titles annually under 35 different imprints.",https://en.wikipedia.org/wiki/Simon_%26_Schuster,http://upload.wikimedia.org/wikipedia/en/thumb/d/db/Simon_and_Schuster.svg/200px-Simon_and_Schuster.svg.png,http://www.simonandschuster.com
Everyman's Library,,"Everyman's Library is a series of reprinted classic literature currently published in hardback by Random House. It was originally an imprint of J. M. Dent, who continue to publish Everyman Classics in paperback.\nJ. M. Dent and Company began to publish the series in 1906. ",https://en.wikipedia.org/wiki/Everyman's_Library,,
Pan Books,,"Pan Books is a publishing imprint that first became active in the 1940s and is now part of the British-based Macmillan Publishers, owned by the Georg von Holtzbrinck Publishing Group of Germany.\n",https://en.wikipedia.org/wiki/Pan_Books,,
Bantam Books,New York City,"Bantam Books is an American publishing house owned entirely by parent company Random House, a subsidiary of Penguin Random House; it is an imprint of the Random House Publishing Group. It was formed in 1945 by Walter B. Pitkin, Jr., Sidney B. Kramer, and Ian and Betty Ballantine. ",https://en.wikipedia.org/wiki/Bantam_Books,http://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Bantam_Logo.png/100px-Bantam_Logo.png,http://bantam-dell.atrandom.com
Lulu (company),,"Lulu Press, Inc. is an online print-on-demand, self-publishing and distribution platform. Since its founding in 2002, Lulu has published nearly two million titles by authors in over 225 countries and territories.\n",https://en.wikipedia.org/wiki/Lulu_(company),http://upload.wikimedia.org/wikipedia/en/thumb/5/52/Lulu_logo.svg/220px-Lulu_logo.svg.png,http://Official website
Vintage Books,"New York, New York","Vintage Books is a publishing imprint established in 1954 by Alfred A. Knopf.\nThe company was purchased by Random House publishing in April 1960, and is currently a subdivision of Random House. In 1990, Vintage UK was set up in the United Kingdom.",https://en.wikipedia.org/wiki/Vintage_Books,,http://vintage-anchor.knopfdoubleday.com
HarperCollins,195 Broadway\nNew York City,"HarperCollins Publishers LLC is one of the world's largest publishing companies and is part of the ""Big Five"" English-language publishing companies, alongside Hachette, Holtzbrinck/Macmillan, Penguin Random House, and Simon & Schuster. ",https://en.wikipedia.org/wiki/HarperCollins,http://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/250px-Harpercollins-logo.svg.png,http://harpercollins.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Random House,"Random House Tower, New York City, New York, United States","Random House is the largest general-interest paperback publisher in the world. As of 2013, it is part of Penguin Random House, which is jointly owned by German media conglomerate Bertelsmann and British global education and publishing company Pearson PLC.",https://en.wikipedia.org/wiki/Random_House,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Increase2.svg/11px-Increase2.svg.png,http://randomhouse.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com
Palgrave Macmillan,London,"Palgrave Macmillan is an international academic and trade publishing company. Its programme includes textbooks, journals, monographs, professional and reference works in print and online.\nPalgrave Macmillan was created in 2000 when St. ",https://en.wikipedia.org/wiki/Palgrave_Macmillan,,http://www.palgrave.com